地區,國家名稱,館處中文名稱,館處外文名稱,駐外館處休假日編號(系統用),網址,館址(外文),信箱號碼,電話,緊急聯絡電話(中文),緊急聯絡電話(英文),傳真,主管(中文),主管(英文),職稱,EMAIL,上班時間,時差,轄區(中文),領務服務時間,所屬單位,消息來源
北美地區,美利堅合眾國,駐波士頓辦事處 (駐波士頓台北經濟文化辦事處),Taipei Economic and Cultural Office in Boston,303100000B,http://www.taiwanembassy.org/US/BOS,"99 Summer St.Suite 801 Boston, MA 02110 U. S. A.",,領務查詢電話:(002-1)617-259-1350 ; 洽公電話:(002-1) 617-737-2050,(002-1) 617-650-9252 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-1) 617-650-9252 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-1) 617-737-1684,洪慧珠,Anne Hung,處長,teco@tecoboston.org,週一至週五08:30-12:30，13:30-17:30,較台灣時間慢13小時（4-10月慢12 小時）,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),週一至週五09:00-16:30,人事處,人事處
北美地區,美利堅合眾國,駐芝加哥辦事處 (駐芝加哥台北經濟文化辦事處),Taipei Economic and Cultural Office in Chicago,303070000B,http://www.taiwanembassy.org/US/CHI,"Two Prudential Plaza 57th Floor, 180 North Stetson Avenue, Chicago, IL. 60601",,(002-1) 312-616-0100,(002-1) 312-636-4758 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-1) 312-636-4758 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-1) 312-616-1486,葛葆萱,"Ger,Bau-shuan",處長,tecochicago@yahoo.com,週一至週五08:30-17:30(芝加哥時間),較台灣慢14小時(自4月至10月日光節約時間則較台灣慢13小時),領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),週一至週五08:30-16:30(芝加哥時間)，中午照常開放,人事處,人事處
北美地區,美利堅合眾國,駐檀香山辦事處 (駐檀香山台北經濟文化辦事處),Taipei Economic and Cultural Office in Honolulu,303160000B,http://www.taiwanembassy.org/US/HNL,"2746 Pali Highway,Honolulu, HI 96817 U. S. A.",,(002-1) 808-595-6347,(002-1) 808-351-8818 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-1) 808-351-8818 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-1) 808-595-3161,朱為正,"Chu, Vei-cheng",處長,tecohnl@gmail.com,週一至週五 08:00-12:00，13:00-17:00,較台灣時間慢18小時,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),,人事處,人事處
北美地區,美利堅合眾國,駐關島辦事處 (駐關島台北經濟文化辦事處),Taipei Economic and Cultural Office in Guam,303130000B,http://www.taiwanembassy.org/US/GUM,"Suite 505, Bank of Guam Bldg. 111, Chalan Santo Papa Road, Hagatna, Guam 96910, U.S.A.",,(002-1) 671-472-5865,(002-1) 671-988-7088 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-1) 671-988-7088 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-1) 671-472-5869,王保新,Poa-shing Wang,處長,tecoguam@gmail.com,週一至週五08:30-17:30,週一至週五09:00-16:30,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),週一至週五09:00-16:30,人事處,人事處
北美地區,美利堅合眾國,駐休士頓辦事處 (駐休士頓台北經濟文化辦事處),Taipei Economic and Cultural Office in Houston,303100000B,http://www.taiwanembassy.org/US/HOU,"11 Greenway Plaza, Suite 2006 Houston, TX 77046 U. S. A.",,(002-1) 713-626-7445,(002-1) 832-654-6041 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-1) 832-654-6041 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-1) 713-626-0990,夏季昌,"Hsia, Chi-chang",處長,tecohouston@sbcglobal.net,週一至週五9:00-17:30,較台灣時間慢14小時（4-10月慢13小時）,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),,人事處,人事處
北美地區,美利堅合眾國,駐堪薩斯辦事處 (駐堪薩斯台北經濟文化辦事處),Taipei Economic and Cultural Office in Kansas City,303110000B,http://www.taiwanembassy.org/US/MKC,"3100 Broadway, Suite 800 Kansas City, MO 64111 U. S. A.",,(002-1) 816-531-1298,(002-1) 816-522-9546 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-1) 816-522-9546 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-1) 816-531-3066,楊巨中,Jack J. C. Yang,處長,kcteco@taiwan-kcteco.org,週一至週五08:30-17:30，午休:12:30-13:30,較台灣時間慢14小時（4-10月慢13小時）,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),週一至週五09:00-17:00(中午仍受理，派員值班),人事處,人事處
北美地區,美利堅合眾國,駐洛杉磯辦事處 (駐洛杉磯台北經濟文化辦事處),Taipei Economic and Cultural Office in Los Angeles,303140000B,http://www.taiwanembassy.org/US/LAX,"3731 Wilshire Boulevard, Suite 700, Los Angeles CA 90010 U.S.A.",,(002-1) 213-389-1215,(002-1) 213-923-3591 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-1) 213-923-3591 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-1) 213-389-1676,龔中誠,"Kung, Chung-chen",處長,info@tecola.org,週一至週五8:30-17:30,較台北晚15小時,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),週一至週五 9:00-17:00,人事處,人事處
北美地區,美利堅合眾國,駐邁阿密辦事處 (駐邁阿密台北經濟文化辦事處),Taipei Economic and Cultural Office in Miami,303120000B,http://www.taiwanembassy.org/US/MIA,"2333 Ponce de Leon Blvd., Suite 610 Coral Gables, FL 33134 U.S.A.",,(002-1) 305-443-8917,(002-1) 786-253-7333 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-1) 786-253-7333 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-1) 305-442-6054,王贊禹,Philip T. Y. Wang,處長,tecomia@bellsouth.net,週一至週五8:30-17:30,較台灣時間慢13小時，自4月至10月日光節約時間慢12小時,,週一至週五9:00-16:00(收件時間）,人事處,人事處
北美地區,美利堅合眾國,駐紐約辦事處 (駐紐約台北經濟文化辦事處),Taipei Economic and Cultural Office in New York,303080000B,http://www.taiwanembassy.org/US/NYC,"1, E. 42nd St., New York, NY 10017 U.S.A.",,(002-1) 212-317-7300,(002-1) 917-743-4546 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-1) 917-743-4546 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-1) 212-754-1549,高振群,Andrew J.C. Kao,處長,teco@tecony.org 、 consular.ny@gmail.com(領務專用),週一至週五 09:00-17:30,較台灣時間慢13小時（4-10月慢12小時）,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),"週一至週五09:00-16:30(截止收件,中午不休息) 週六09:00-11:00(截止收件) (領務部門設於同棟大樓4樓)",人事處,人事處
北美地區,美利堅合眾國,駐舊金山辦事處 (駐舊金山台北經濟文化辦事處),Taipei Economic and Cultural Office in San Francisco,303170000B,http://www.taiwanembassy.org/US/SFO,"555 Montgomery Street, Suite 501, San Francisco, CA 94111, USA",,(002-1) 415-362-7680,(002-1) 415-265-1351 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-1) 415-265-1351 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-1) 415-362-5382,傅正綱,Bruce Fuh,處長,tecosf@sbcglobal.net,週一至週五09:00-17:30,較台灣時間慢16小時（日光節約時間慢15小時）,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),週一至週五09:00-16:30,人事處,人事處
北美地區,美利堅合眾國,駐西雅圖辦事處 (駐西雅圖台北經濟文化辦事處),Taipei Economic and Cultural Office in Seattle,303090000B,http://www.taiwanembassy.org/US/SEA,"600 University Street, Suite 2020, Seattle WA 98101 U.S.A.",,(002-1) 206-441-4586,(002-1) 206-510-8588 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-1) 206-510-8588 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-1) 206-441-1322,金星,"Chin, Hsing",處長,info@teco-seattle.org,週一至週五09:00-18:00（駐地時間）,較台灣時間慢16小時，惟自3月至10月日光節約時間慢15小時,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),週一至週五09:00-17:00（駐地時間）,人事處,人事處
中南美洲暨加勒比海,貝里斯,駐貝里斯大使館,"Embassy of the Republic of China (Taiwan), Belize City, Belize",303470000B,http://www.taiwanembassy.org/BZ,"No.20 North Park Street, Belize City, Belize","P. O. Box 1020 Belize City, Belize",(002-501) 227-8744、223-1862,(002-501) 601-1493；602-5981 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-501) 601-1493；602-5981 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-501) 223-3082、227-0470,吳建國,"Wu, Chien-kuo",大使,belizroc@gmail.com,http://www.taiwanembassy.org/BZ,較台灣時間慢14小時,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),週一至週五09:00-12:00，14:00-17:00請參閱本部領務局網站,人事處,人事處
中南美洲暨加勒比海,巴西聯邦共和國,駐巴西代表處 (駐巴西台北經濟文化辦事處),Escrit?rio Econ?mico e Cultural de Taipei no Brasil,304810000B,http://www.taiwanembassy.org/BR,"SHIS QI 09, Conjunto 16, Casa 23, Lago Sul CEP 71625-160, Brasilia-Distrito Federal, Brasil",,(002-55) 61-3364-0221；61-3364-0224；61-3364-0225,(002-55) 61-8128-5672 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-55) 61-8128-5672 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-55) 61-3364-0234,徐光普,"Shyu, Guang-pu",代表,eect@uol.com.br,週一至週五08:30-12:30；13:30-17:30,比台灣時間慢11小時（10月至次年3月慢10小時）,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),週一至週五09:00-12:00；13:30-16:00,人事處,人事處
中南美洲暨加勒比海,巴西聯邦共和國,駐聖保羅辦事處 (駐聖保羅台北經濟文化辦事處),Escrit?rio Econ?mico e Cultual de Taipei no Brasil em S?o Paulo,304990000B,http://www.taiwanembassy.org/BR/SAO,"Rua Estados Unidos,548, Jardim America, Sao Paulo,SP 01427-000, Brasil",,(002-55) 11-3285-6988,(002-55) 11-9574-4577 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-55) 11-9574-4577 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-55) 11-3287-5684,陳宗賢,Ramon Tzung-hsien Chen,處長,mofasp@terra.com.br,週一至週五08:30-12:30，13:30-17:30,較台灣時間慢11小時(11月至翌年2月慢10小時),領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),週一至週五09:00-12:00，13:30-16:00,人事處,人事處
中南美洲暨加勒比海,阿根廷共和國,駐阿根廷代表處 (駐阿根廷台北商務文化辦事處),Oficina Comercial y Cultural de Taipei en la Rep?blica Argentina,304800000B,http://www.taiwanembassy.org/AR,"Av. de Mayo 654, Piso 4, 1084AAO Capital Federal, Argentina","Oficina Comercial Y Cultural de TaipeiCasilla de correo No. 96,1401 Capital Federal, Argentina",(002-54) 11-5218-2600,(002-54) 9-11-5616-2947 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-54) 9-11-5616-2947 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-54) 11-5218-2625,李世明,Matthew S. Lee,代表,taiwanarg@gmail.com,週一至週五09:00-17:00,較台灣時間慢11小時；首都等12省市；自上(97)年12月21日起至本(98)年3月14日止為日光節約時間，慢10小時。,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),週一至週五09:00-12:30，14:00-15:30,人事處,人事處
中南美洲暨加勒比海,智利共和國,駐智利代表處 (駐智利台北經濟文化辦事處),Oficina Economica y Cultural de Taipei,304820000B,http://www.taiwanembassy.org/CL,"Apoquindo 3001, Piso 5, Las Condes, Santiago, Chile","Casilla 175-Santiago 34 Santiago, Chile",(002-56) 2-2362-9772,(002-56) 9-9331-2706 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-56) 9-9331-2706 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-56) 2-431-0137,王明文,"Wang, Ming-wen",代表,oftaipei@entelchile.net,週一至週五09:00-13:00，14:00-18:00,較台灣時間慢12小時（10月至3月夏令時間慢11小時）,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw) 休　假　日,週一至週五09:00-13:00，14:00-18:00,人事處,人事處
中南美洲暨加勒比海,哥倫比亞共和國,駐哥倫比亞代表處 (駐哥倫比亞台北商務辦事處),"Oficina Comercial de Taipei en Bogota, Colombia",304830000B,http://www.taiwanembassy.org/CO,"Carrera 11 No. 93-53, Oficina 501 Santafe de Bogot?, D.C., Colombia, S.A.","Apartado Aereo No. 51620(Chapinero), Bogota, D.C. Colombia, S.A.",(002-57) 1-635-0969,(002-57) 315-649-2913 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-57) 315-649-2913 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-57) 1-635-1216,湯繼仁,"Tang, Ji-zen",代表,oftaipeisec@etb.net.co,週一至週五08:30-12:30，14:00-18:00,較台灣時間慢13小時,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),,人事處,人事處
中南美洲暨加勒比海,厄瓜多共和國,駐厄瓜多代表處 (中華民國駐厄瓜多商務處),"Oficina Comercial de la Rep?blica de China (Taiw?n), Quito, Ecuador",304850000B,http://www.taiwanembassy.org/EC,"Calle Catalina Aldaz No.34-181 y Avenida Portugal, Edifivio TITANIUM II, Piso 2, Quito, Ecuador","Casilla No.17-17-1788 Quito, Ecuador, South America（通信請用郵政信箱)",(002-593) 2-244-3412,(002-593) 98031-6041 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-593) 98031-6041 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-593) 2-243-9718,莊哲銘,Rolando Jer-ming Chuang,代表,ecu2@mofa.gov.tw,週一至週五08:30-12:30，14:00-18:00(自11月5日起),較台灣時間慢13小時,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),,人事處,人事處
中南美洲暨加勒比海,多明尼加共和國,駐多明尼加共和國大使館,"Embassy of the Republic of China in Santo Domingo, Dominican Republic",303220000B,http://www.taiwanembassy.org/DO,"Avenida R?mulo Betancourt No. 1360, Bella Vista, Distrito Nacional Santo Domingo, Rep. Dominicana","Apartado postal 4797 Santo Domingo,Republica Dominicana",(002-1-809) 508-6200,(002-1-809) 481-6712；756-6677；855-1053 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事,"(002-1) 809-481-6712；809-756-6677；809-855-1053 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-1-809) 508-6335,侯平福,"Hou,Ping-fu",大使,dom@mofa.gov.tw,週一至週五08:30-17:00,較台灣時間慢12小時,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),,人事處,人事處
中南美洲暨加勒比海,薩爾瓦多共和國,駐薩爾瓦多共和國大使館,"Embassy of the Republic of China (Taiwan), San Salvador, El Salvador, C.A.",303240000B,http://www.taiwanembassy.org/SV,"Av. La Capilla 716, Col. San Benito, San Salvador, El Salvador, C.A.","Apartado postal (06) 956, San Salvador, El Salvador, C.A.",(002-503) 2263-1330,(002-503) 7886-8144 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-503) 7886-8144 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",002-503) 2263-1329,陳新東,Jaime Chen,大使,sinoemb3@gmail.com,週一至週五08:30-12:30，13:30-17:30,較台灣時間慢14小時,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),週一至週五08:30-12:30，13:30-17:30,人事處,人事處
中南美洲暨加勒比海,瓜地馬拉共和國,駐瓜地馬拉共和國大使館,Embajada de la Rep?blica de China (Taiw?n) en Guatemala,303250000B,http://www.taiwanembassy.org/GT,"4? Avenida ""A"", 13-25, Zona 9, Ciudad de Guatemala, Guatemala","Apartado Postal 1646, Guatemala City, Guatemala ,C.A.（通信請用郵政信箱)",(002-502) 2322-0168,(002-502) 5202-5920 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-502) 5202-5920 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-502) 2332-2668,孫大成,Adolfo Sun,大使,gtm@mofa.gov.tw,週一至週五08:00-16:00,較台灣時間慢14小時,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),,人事處,人事處
中南美洲暨加勒比海,海地共和國,駐海地共和國大使館,Embassy of the Republic of China (Taiwan) in Haiti,303260000B,http://www.taiwanembassy.org/HT,"#22, Rue Lucien Hubert, Morne Calvaire, P?tion-Ville, Ha?ti",haiti888@gmail.com,(002-509) 3450-0688,(002-509) 3113-4662 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-509) 3113-4662 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",,劉邦治,"Liu, Bang-Zyh",大使,haiti888@gmail.com,週一至週五8:00-17:00,較台灣慢13小時,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),週一至週五8:00-17:00,人事處,人事處
中南美洲暨加勒比海,宏都拉斯共和國,駐宏都拉斯共和國大使館,"Embassy of the Republic of China (Taiwan), Tegucigalpa, Republic of Honduras",303280000B,http://www.taiwanembassy.org/HN,"Colonia Lomas del Guijarro, Calle Eucaliptos, Casa 3750, Tegucigalpa, Honduras C. A.","Apartado Postal 3433, Tegucigalpa, M. D. C. Honduras, C.A.（通信請用信箱號碼）",(002-504) 2239-5837,(002-504) 9978-0042 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-504) 9978-0042 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-504) 2232-5103,郭永樑,Joseph Y.L. Kuo,大使,hnd@mofa.gov.tw,週一至週五0830-1730,較台灣時間慢14小時,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),,人事處,人事處
中南美洲暨加勒比海,宏都拉斯共和國,駐汕埠總領事館,"Consulate-General of the Republic of China (Taiwan), San Pedro Sula, Honduras",0,http://www.taiwanembassy.org/HN,"Casa No. 16, 25Calle , 21 y 23 Avenida, Col. E1 Pedregal, San Pedro Sula, Honduras","Apartado Postal 4298, San Pedro Sula, Honduras, C. A.",(002-504)25660539; 25661435,(002-504) 33909595; 33906688 　※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-504) 33909595; 33906688 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-504)25664625,林正惠,"Lin, Cheng-hui",總領事,sap@mofa.gov.tw,週一至週五0830-1230，1330-1730,較台灣時間慢14小時,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),,人事處,人事處
中南美洲暨加勒比海,尼加拉瓜共和國,駐尼加拉瓜共和國大使館,Embassy of the Republic of China (Taiwan),303510000B,http://www.taiwanembassy.org/NI,"De la Optica Matamoros Sucursal Carretera a Masaya 2c abajo 1/2c al lago, Planes de Altamira Lotes #19 y 20, Managua, Nicaragua","Apartado Postal 4653, Managua , Nicaragua",002-505) 2277-1333；2277-1334,(002-505) 8886-0602 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-505) 8886-0602 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-505) 2267-4025,邢瀛輝,"Hsing, Ying-whei",大使,nic@mofa.gov.tw,週一至週五8:30-12:30，13:30-17:30,較台灣時間慢14小時,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),,人事處,人事處
中南美洲暨加勒比海,巴拿馬共和國,駐巴拿馬共和國大使館,"Embassy of the Republic of China, Panama City, Republic of Panama",303320000B,http://www.taiwanembassy.org/PA,"Piso 10,Torre HSBC Avenida Samuel Lewis Panam?, Rep?blica de Panam?","Apartado 0816-00541, Panam?, Rep?blica de Panam?",(002-507) 223-3424,(002-507) 6672-1256 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-507) 6672-1256 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-507) 269-8757,周麟,"Chou, Lin",大使,embajadarepchina@gmail.com,週一至週五08:30-17:30,臺灣時間慢13小時,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),週一至週五08:30-17:00,人事處,人事處
中南美洲暨加勒比海,巴拉圭共和國,駐巴拉圭共和國大使館,Embassy of the Republic of China to the Republic of Paraguay,303330000B,http://www.taiwanembassy.org/PY,"Avda. Mariscal L?pez 1133, Asunci?n, Paraguay","Casilla de Correos 503, Asuncion, Paraguay",(002-595) 21-213-361,(002-595) 981-447-038 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-595) 981-447-038 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-595) 21-212-373,劉德立,"Liu,Der-li",大使,embrocpy@gmail.com,週一至週五08:30-12:30，13:30-17:30,較台灣時間慢12小時（自10月第3週週日至4月第2週週六為日光節約時間慢11小時）,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),週一至週五08:30-12:30，13:30-17:30,人事處,人事處
